trl,alpha1_opt,alpha2_opt,alpha3_opt
240,0.141136402954683,0.609850685572201,0.0386597445904638
241,0.134077454615242,0.61576198024889,0.038470642571657
242,0.127090756506452,0.62448743631338,0.037990220502213
243,0.119416504811536,0.637422350406038,0.0374052273090337
244,0.113618326863232,0.653714449411833,0.0366197468621159
245,0.109283909924224,0.671123161316288,0.0357019490578821
246,0.104214078927621,0.689535655829661,0.0347972655454095
247,0.101266020523174,0.710247996200527,0.0338997451562063
248,0.0990888421168291,0.728943138609348,0.0329540219128143
249,0.0946032559738893,0.748643788788619,0.0321580670441431
250,0.0920128730564912,0.770455289991201,0.031369377225982
251,0.090118126971828,0.790379924893033,0.0305478462757478
252,0.0862630221674263,0.811186218735121,0.0298466303471833
253,0.0821957781944918,0.833867471402674,0.0291612281057693
254,0.0785981667742587,0.857991372005506,0.0284588763161308
255,0.0797371369567432,0.883243018534205,0.0277540964885213
256,0.0807386259538756,0.901309442017125,0.0270552050175241
257,0.0778216623096245,0.920751588850684,0.0265842909110321
258,0.0852425530479883,0.941283817529536,0.0261294626059489
259,0.125826349945337,0.943065164749281,0.0259845849814056
260,0.164812880648338,0.88637095522032,0.0263339268507337
261,0.169470963352654,0.823261934508024,0.0278274905981331
262,0.177129713511081,0.77325930734524,0.0298127068568822
263,0.174290181209392,0.720287597062273,0.0316012287765113
264,0.162961849071677,0.685387107280168,0.0334374396960137
265,0.157601340929877,0.662422499234282,0.0347093468589983
266,0.158670278314506,0.643667028869156,0.0357010696692471
267,0.156570866472833,0.626443850811462,0.036558842919659
268,0.151523924508579,0.61384971875811,0.0372754332220804
269,0.14950456543616,0.607470805150447,0.0378665307068792
270,0.148972607972308,0.600182084554346,0.0380187021760892
271,0.145345317258363,0.595106681602616,0.0381857760544348
272,0.138890792331308,0.593549495358839,0.038325030381956
273,0.131994137350743,0.597128627745529,0.0382729356510531
274,0.125153881192543,0.603671172587653,0.0379170773672523
275,0.117660309739246,0.614381153772809,0.0374370556956031
276,0.11381619316491,0.628431902163476,0.0367262695835719
277,0.109914012873723,0.641233546250565,0.0358751899591712
278,0.104642466687304,0.657099016032437,0.0351479655619817
279,0.12086151722263,0.674003394579146,0.034624367674945
280,0.1336737256715,0.665546464991266,0.0341027784395884
281,0.12676760190939,0.661453294351898,0.0343325786046604
282,0.117869312124576,0.663596946193139,0.0344078890909214
283,0.109479521949127,0.671913718439917,0.0342228153256253
284,0.105185678188235,0.684659504747253,0.0337570438004374
285,0.107695647807321,0.696837727221906,0.0331064606767884
286,0.107377014379314,0.703058246908919,0.0325138858727741
287,0.101907489003893,0.712882482486243,0.0321882241162002
288,0.0987819070289064,0.725400711362656,0.0317295993581708
289,0.0973682950002494,0.737576990829257,0.031181506030389
290,0.0996184545346997,0.749520357584603,0.0306721691930309
291,0.101046924124867,0.755634894816656,0.0301887001719922
292,0.097188472927434,0.762816732104033,0.0299268783355109
293,0.0938729462544689,0.773363795202774,0.0296402580063246
294,0.0901002002674035,0.784088780970057,0.0292541057031551
295,0.0855507432860718,0.798481465845786,0.0288840182382042
296,0.0816250888214475,0.814511535461471,0.028412803332048
297,0.0781891964507884,0.83285238447445,0.0279144130220237
298,0.0852562846670782,0.852009911868409,0.0274021047741541
299,0.12044240195,0.854880198560505,0.0271983161328419
300,0.136151204191282,0.812787635993081,0.0274403391618038
301,0.138021613561323,0.789685949644636,0.0287105490030212
302,0.135818757874487,0.755665029081351,0.0294661617617529
303,0.145515809469345,0.740026579428102,0.0308433768446386
304,0.165281416587008,0.703005309248293,0.0318050604460095
305,0.162714359819579,0.665169389295345,0.0333297545589633
306,0.152503214156822,0.639412673303457,0.0348097299048996
307,0.142283029321592,0.624432460148278,0.0358795656497756
308,0.132109459745422,0.617535826881956,0.036489798886217
309,0.122198211363626,0.618427438234012,0.0367273743428285
310,0.113816547856049,0.625080512283595,0.0365606406324144
311,0.109441927362193,0.636007652812927,0.0360830956447926
312,0.1080114551772,0.646448454566546,0.0353885349325671
313,0.103815809108505,0.656574336033428,0.0347688110067958
314,0.0977125825821456,0.670181819124574,0.0342139256176334
315,0.0932372752746822,0.686392013081259,0.0335256880618837
316,0.0913140036261008,0.703477876964741,0.0327514913212545
317,0.0906562245589815,0.719264657226344,0.0319778677524524
318,0.0991563618027825,0.734046077105867,0.0313491433053758
319,0.105640163032927,0.73411793103159,0.0307839512998419
320,0.106642794864671,0.736457876272264,0.0307127521551014
321,0.107014976652747,0.734620519657486,0.0305583705521556
322,0.102006712040699,0.735483249664214,0.0305628856585076
323,0.0954540706670106,0.740993588204639,0.0304859483801631
324,0.0900547112429465,0.751169500478032,0.0302482830750025
325,0.0854935171087275,0.763629823822213,0.0298543466107988
326,0.0827449230846999,0.778897919884987,0.0293965928367038
327,0.0807523931786042,0.793426208555779,0.0288618712720771
328,0.0817395012969413,0.809272917822224,0.0283777916023983
329,0.0821240761199998,0.819621769364746,0.0278713735386785
330,0.0798160186456746,0.832178410347822,0.027549593792909
331,0.0776543127434019,0.844553356728029,0.0271744559353047
332,0.0746889742834534,0.858675238086595,0.0268221363974728
333,0.0715767274210624,0.874177170834844,0.0264370756690611
334,0.0696960895678488,0.891626645336811,0.0260300771950085
335,0.0683220413012281,0.908214317750062,0.0255879240214615
336,0.0658180248963638,0.925693850970337,0.0251895737249822
